log_budget,male_crew_count,male_cast_count,cast_count,crew_count,female_crew_count,people_in_dept_Editing,people_in_dept_Production,people_in_job_Producer,people_in_job_Casting,people_in_dept_Visual Effects,people_in_job_Editor,people_in_job_Art Direction,female_cast_count,Keywords_count,production_companies_count,count_of_tagline_words,people_in_job_Screenplay,have_collection,people_in_job_Production Design,people_in_job_Executive Producer,prodCountry_United States of America
13.122363377404328,5,5,11,7,1,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0
15.60727002719233,6,10,55,9,0,1,2,1,0,0,1,0,3,5,2,5,3,1,0,1,1
15.89495209964411,8,10,15,13,0,2,3,1,1,0,2,0,2,13,2,19,1,0,1,0,1
14.22097566607244,16,12,31,80,4,6,31,6,1,4,1,1,13,13,5,3,0,0,1,15,1
16.523560759066484,14,12,17,22,1,2,8,4,1,0,2,1,4,13,6,12,1,0,1,3,1
16.14615070177298,9,4,11,12,2,1,5,3,2,0,1,0,6,1,4,0,0,0,1,0,1
17.576710673657836,15,4,20,99,7,4,15,5,1,6,1,1,9,16,6,3,0,0,1,1,1
17.14771506813948,11,10,18,32,2,2,3,1,1,1,2,0,3,8,1,6,1,1,1,0,1
14.508657738524219,2,1,6,7,4,0,2,2,0,0,0,0,3,9,2,10,0,0,0,0,1
17.72753356339242,7,14,21,9,2,1,3,2,0,0,1,0,4,4,2,6,1,0,0,1,1
15.89495209964411,9,8,19,33,5,3,5,1,1,0,1,0,4,12,1,8,1,0,1,0,1
15.830413578506539,1,3,9,4,0,0,1,1,0,0,0,0,1,10,2,6,0,0,0,0,0
16.811242831518264,6,8,41,21,6,1,13,4,1,0,1,0,3,7,3,10,1,0,1,8,1
15.89495209964411,12,10,13,20,5,1,7,2,2,0,1,1,2,22,3,16,1,0,1,2,1
17.216707939626428,26,11,36,161,11,7,24,2,2,17,1,5,9,15,3,4,0,1,2,5,1
15.89495209964411,2,3,18,3,0,0,0,0,0,0,0,0,5,3,2,0,2,0,0,0,0
17.37085861945369,4,12,29,9,2,1,1,0,0,0,1,0,2,5,3,0,4,0,0,1,0
15.89495209964411,3,6,12,5,0,1,0,0,0,0,1,0,2,5,1,19,0,0,0,0,0
16.523560759066484,9,27,71,17,4,1,6,5,0,0,1,1,12,16,5,19,0,0,1,1,1
15.89495209964411,1,3,9,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
14.73180128983843,1,5,9,10,0,1,0,0,0,0,1,0,3,0,6,0,2,0,1,0,0
15.89495209964411,2,3,6,10,0,2,1,1,0,0,2,0,2,0,1,0,0,0,2,0,0
16.166885815127753,1,2,8,15,1,0,8,8,0,0,0,0,2,13,1,5,6,0,0,0,0
15.60727002719233,7,10,11,8,1,1,2,1,1,0,1,0,1,10,1,8,1,0,1,0,1
15.761420707019587,12,11,14,47,1,4,9,1,1,1,1,1,1,8,4,10,0,0,1,2,1
17.909855120186375,17,15,38,60,10,5,11,4,2,2,2,1,5,14,3,10,2,0,1,4,1
15.89495209964411,2,4,7,5,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0
15.89495209964411,5,6,20,11,3,1,2,1,1,0,1,1,8,1,3,8,1,0,1,0,1
15.89495209964411,1,0,16,11,0,0,1,1,0,0,0,1,0,0,4,0,1,1,0,0,0
16.204273347199372,5,5,14,40,3,3,7,1,1,2,2,1,5,8,5,6,1,0,1,2,0
17.24949776244942,6,11,25,16,8,1,4,3,1,1,1,1,4,0,2,7,1,0,1,0,1
18.09217667698033,24,29,55,67,1,3,12,5,1,2,1,4,1,8,3,8,1,0,1,1,1
16.454567887579532,3,3,6,3,0,0,0,0,0,0,0,0,3,0,2,6,1,0,0,0,1
16.523560759066484,10,10,18,13,2,1,4,1,2,0,1,1,3,2,1,6,2,0,1,0,1
18.132998671500584,25,5,10,104,9,4,20,7,1,1,1,1,5,1,7,5,1,0,1,4,1
17.37085861945369,7,7,20,25,6,1,5,4,1,0,1,1,9,1,2,9,0,0,1,0,1
18.420680743952367,16,14,26,110,5,7,8,5,2,25,2,3,2,22,8,10,1,0,1,0,1
16.811242831518264,9,8,13,13,3,1,5,1,1,0,1,0,2,3,2,12,1,0,1,2,1
18.34811005111753,19,20,26,30,6,1,12,2,5,1,1,4,3,16,3,6,3,1,1,5,1
17.034386382832476,9,7,11,13,1,2,6,3,0,0,2,0,2,7,1,3,2,0,0,3,1
15.89495209964411,3,7,17,18,0,0,8,6,0,1,0,0,2,2,12,0,0,0,0,2,0
15.89495209964411,8,13,17,12,3,2,5,3,0,0,2,0,4,9,2,9,1,0,0,2,1
15.89495209964411,6,6,20,16,3,1,7,2,1,0,1,0,2,11,1,9,1,0,1,2,1
16.35844654315584,4,6,15,10,0,1,2,2,0,0,1,0,3,4,1,4,2,0,0,0,0
18.31532022829454,8,8,16,10,1,2,2,0,2,0,2,0,6,1,1,6,1,1,1,0,1
18.82614585206053,7,6,11,27,2,0,3,1,1,7,0,1,2,9,1,7,3,1,0,0,1
14.22097566607244,22,25,51,119,3,11,13,2,3,0,1,1,3,4,1,0,0,0,1,1,1
17.034386382832476,6,13,15,7,1,1,1,0,1,0,1,0,1,6,2,17,2,0,0,0,1
15.830413578506539,8,8,23,35,5,2,8,4,1,0,1,1,9,17,3,7,2,0,1,0,1
17.50439001207821,1,2,4,2,0,0,0,0,0,0,0,0,2,2,5,9,0,0,0,0,0
15.89495209964411,1,12,17,2,0,0,0,0,0,0,0,0,4,1,1,16,0,0,0,0,1
16.11809565095832,19,8,16,59,7,6,11,5,1,3,2,0,5,4,2,10,2,0,1,4,1
16.70588231586044,11,6,11,21,5,1,9,4,2,0,1,2,4,21,2,8,3,0,1,3,0
14.690979295318174,2,14,18,2,0,0,0,0,0,0,0,0,3,3,2,28,0,0,0,0,1
15.201804919084164,10,10,23,13,1,0,6,2,0,0,0,0,7,6,5,6,0,0,0,4,0
15.60727002719233,1,12,22,2,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,1
15.89495209964411,0,2,4,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1
17.98989782785991,24,10,18,57,11,4,13,2,2,0,1,2,3,8,3,4,4,0,1,3,1
16.11809565095832,4,14,30,8,2,1,4,2,0,0,1,0,6,9,3,10,2,0,0,2,0
14.508657738524219,2,2,9,19,1,1,8,2,0,0,1,1,0,13,4,9,0,0,1,3,0
15.89495209964411,1,7,17,3,0,0,0,0,0,0,0,0,7,6,0,3,0,1,0,0,1
16.012735135300492,8,19,36,14,2,1,4,1,1,0,1,0,5,7,1,8,0,0,1,0,1
15.89495209964411,12,5,9,45,3,0,13,2,1,2,0,1,1,16,2,6,0,0,1,5,1
18.51599092375669,13,20,31,28,5,2,4,2,1,2,2,1,8,5,6,12,3,1,1,0,1
16.477167719496773,8,8,13,10,0,1,1,1,0,0,1,0,3,3,2,6,0,0,1,0,1
15.89495209964411,3,5,13,13,1,1,3,2,1,0,1,1,7,4,3,6,1,0,1,0,0
15.068273526459642,1,6,15,4,1,0,0,0,0,0,0,0,8,6,1,5,0,0,0,0,1
16.70588231586044,2,10,23,5,0,0,1,1,0,0,0,0,9,10,1,9,2,0,0,0,1
15.201804919084164,12,8,13,22,1,1,3,1,0,0,1,1,1,10,1,9,2,0,0,0,1
15.89495209964411,7,6,20,52,3,7,7,4,3,0,2,2,4,9,3,4,0,0,1,0,1
15.89495209964411,4,8,13,6,0,1,1,1,0,0,1,0,3,5,1,15,1,1,0,0,1
17.48418730476069,14,15,45,62,11,2,32,5,2,1,2,1,3,24,5,13,2,0,1,0,1
15.89495209964411,8,6,15,11,1,2,3,2,0,0,2,0,5,3,2,11,2,1,0,1,1
17.034386382832476,10,3,9,54,2,3,7,1,2,6,1,1,1,4,9,6,2,0,1,0,1
15.89495209964411,5,3,13,18,1,3,5,3,2,0,3,0,2,10,2,11,0,0,1,0,1
15.89495209964411,1,0,1,7,1,0,4,2,0,0,0,0,0,2,3,0,0,0,0,2,1
15.89495209964411,5,2,5,8,1,1,2,2,0,0,1,0,2,2,0,11,1,0,0,0,0
15.201804919084164,8,14,19,37,4,3,5,4,1,0,1,0,5,37,4,10,1,0,1,0,1
15.89495209964411,3,12,15,10,0,1,5,2,0,0,1,0,2,8,1,4,0,0,0,3,1
16.811242831518264,0,6,12,9,0,0,0,0,0,5,0,0,2,1,5,3,0,1,0,0,1
15.068273526459642,1,3,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15.89495209964411,8,3,18,42,0,1,10,3,3,0,1,1,2,7,1,0,3,0,1,4,1
17.96812402831035,7,10,15,10,1,0,2,2,0,0,0,1,4,4,4,3,2,0,0,0,1
17.281246460764002,8,13,16,10,0,1,5,3,0,0,1,0,3,5,1,5,1,0,0,2,1
15.068273526459642,0,7,15,2,0,0,0,0,0,0,0,0,6,2,2,15,0,0,0,0,1
15.89495209964411,0,2,7,3,1,0,0,0,0,0,0,0,4,8,2,15,0,0,0,0,1
11.736069016284437,2,2,6,8,3,1,1,1,0,0,1,0,2,7,1,11,0,0,1,0,1
16.012735135300492,9,9,13,9,0,1,3,2,0,0,1,0,4,6,1,3,2,0,0,1,1
17.50439001207821,10,8,15,17,2,1,5,4,1,1,1,0,4,7,5,4,2,0,0,0,1
15.89495209964411,0,3,5,4,1,0,2,2,0,0,0,0,2,0,0,8,0,0,0,0,1
15.89495209964411,11,0,2,14,0,2,2,1,0,0,2,0,0,9,2,11,4,1,0,1,1
16.759949537130716,21,10,20,62,7,3,11,5,1,3,1,1,7,14,3,4,2,0,1,4,1
15.424948470398375,13,20,23,20,1,2,2,1,1,0,2,0,3,5,4,0,2,1,1,0,0
14.508657738524219,9,6,18,13,0,3,1,1,0,0,3,1,2,28,1,16,2,1,0,0,0
15.89495209964411,8,9,13,8,0,1,1,1,0,0,1,0,3,8,2,13,3,1,0,0,1
15.89495209964411,3,5,6,3,0,0,0,0,0,0,0,0,1,4,1,5,2,0,0,0,1
15.068273526459642,7,7,15,14,0,1,2,2,0,0,1,1,6,2,1,10,1,1,0,0,1
16.213405830762646,6,5,15,14,0,1,4,2,1,0,1,1,3,6,2,8,0,1,1,1,1
16.33870711925433,2,7,15,3,1,0,0,0,0,0,0,0,3,4,9,0,0,1,0,0,0
17.45309671769066,24,17,30,141,9,7,13,1,1,11,1,1,3,9,4,7,3,1,1,2,1
18.31532022829454,18,7,12,59,5,8,4,3,1,7,2,1,3,6,4,11,1,0,1,0,1
15.89495209964411,5,8,11,15,3,0,7,4,3,0,0,0,3,2,1,0,0,0,0,0,1
16.523560759066484,20,11,23,59,2,1,8,1,0,0,1,0,0,25,1,7,3,1,1,2,1
17.281246460764002,14,18,24,19,4,1,6,3,2,0,1,2,4,12,1,9,2,1,1,0,1
17.216707939626428,10,13,18,19,3,2,8,3,2,0,2,0,3,3,5,10,2,0,1,3,1
15.89495209964411,3,2,9,6,0,0,2,1,0,0,0,0,6,7,3,12,1,0,0,1,0
15.89495209964411,9,9,15,11,2,2,2,2,0,0,2,1,2,3,2,6,1,0,1,0,1
15.60727002719233,1,8,26,9,0,1,2,2,0,0,1,0,1,13,2,4,0,0,1,0,0
18.22830885130491,15,12,24,15,0,1,8,5,1,0,1,0,7,16,4,10,0,0,0,2,1
16.454567887579532,2,6,15,3,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,1
15.424948470398375,5,4,12,7,0,1,1,1,0,0,1,0,1,6,1,9,0,1,0,0,0
12.464583340681674,7,4,11,8,0,0,2,2,0,0,0,0,2,2,1,0,0,0,0,0,1
19.008467408854486,18,13,32,52,3,6,9,2,3,5,1,3,7,1,3,5,2,0,1,2,1
15.89495209964411,5,6,15,6,0,0,2,2,0,0,0,0,6,0,2,6,0,0,0,0,1
15.201804919084164,8,9,18,22,4,3,6,1,0,0,3,4,4,8,3,17,0,1,1,3,1
17.50439001207821,6,11,30,19,7,1,6,3,2,0,1,0,14,10,4,7,2,0,1,0,1
15.89495209964411,2,12,61,43,1,8,4,2,1,0,3,2,28,11,2,0,1,0,1,0,0
15.89495209964411,5,9,15,11,0,1,3,2,0,0,1,1,1,13,3,3,1,1,0,0,1
15.319587954740548,3,5,12,5,1,0,1,0,1,0,0,0,4,2,1,0,0,0,0,0,1
15.89495209964411,2,0,9,3,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0
15.761420707019587,3,5,8,3,0,0,0,0,0,0,0,0,2,5,1,7,1,0,0,0,1
17.909855120186375,12,10,15,25,4,1,7,3,2,0,1,1,4,2,8,14,1,0,1,1,1
16.99356438831222,8,18,47,10,1,0,8,6,0,0,0,0,4,2,2,7,0,0,0,2,1
16.349207371921707,10,13,22,49,2,6,6,3,1,2,1,1,4,16,2,0,1,0,1,1,1
18.258161814454592,11,18,45,26,7,2,8,2,2,3,2,2,10,17,2,4,0,0,1,4,1
16.11809565095832,9,10,21,13,1,1,4,1,1,0,1,1,8,18,3,15,0,0,1,0,1
17.822843743196746,5,11,17,13,0,0,0,0,0,6,0,0,3,5,2,5,3,0,0,0,1
18.132998671500584,20,9,21,66,1,2,13,11,0,6,1,1,7,20,2,8,12,0,0,1,1
14.978661367769956,1,4,6,1,0,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,1
14.508657738524219,6,5,23,48,3,2,14,6,1,2,1,1,6,10,5,3,1,0,1,5,1
15.89495209964411,8,6,15,16,2,1,7,2,1,0,1,1,2,5,1,16,0,0,0,3,1
16.523560759066484,10,7,12,15,1,1,4,2,0,0,1,1,3,8,3,4,2,1,1,1,1
15.89495209964411,7,6,11,14,0,2,1,1,0,0,2,0,1,5,3,5,1,0,1,0,1
18.420680743952367,22,8,16,123,1,3,14,1,1,10,1,2,2,3,3,3,1,0,1,1,1
16.90655301132259,5,14,21,12,1,1,1,0,1,0,1,1,3,4,2,8,0,0,1,0,1
15.761420707019587,14,12,29,28,2,3,4,2,1,0,1,0,5,11,2,5,2,1,1,0,1
15.89495209964411,0,3,7,2,0,0,0,0,0,0,0,0,4,8,1,4,0,0,0,0,1
15.717618084361195,5,8,20,22,0,1,4,3,0,2,1,0,4,8,1,0,1,0,1,0,0
16.811242831518264,6,16,40,9,1,0,4,2,2,0,0,0,9,17,2,6,1,0,0,0,1
17.37085861945369,11,13,38,37,5,1,8,3,2,1,1,1,6,0,3,7,2,0,1,2,1
17.37085861945369,2,6,24,5,0,0,0,0,0,0,0,0,3,1,1,5,1,1,0,0,0
16.11809565095832,8,11,16,11,1,3,2,2,0,0,3,0,2,4,1,16,3,0,0,0,1
15.89495209964411,1,1,16,7,0,0,1,0,0,0,0,0,0,9,3,0,1,1,0,0,0
14.77102200299171,5,6,14,8,0,1,3,3,0,0,1,0,0,11,0,0,2,0,0,0,1
16.300417207752275,3,2,5,12,0,1,5,5,0,0,1,0,1,8,5,0,0,0,1,0,0
15.89495209964411,5,2,5,6,0,0,2,1,0,0,0,0,3,2,2,8,0,0,0,1,1
15.424948470398375,5,2,5,16,2,1,6,2,2,0,1,0,2,3,0,3,0,0,1,0,1
17.7073308560749,13,20,35,20,3,1,5,3,1,0,1,2,11,33,3,13,1,1,1,1,1
15.89495209964411,2,1,1,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1
15.89495209964411,10,17,30,19,3,1,7,2,2,0,1,1,6,5,7,12,1,0,1,3,1
17.72753356339242,20,20,51,70,2,6,10,3,1,7,2,2,5,10,5,5,0,0,1,6,1
15.830413578506539,4,4,29,7,2,1,1,0,1,0,1,0,9,12,1,7,1,0,1,0,1
15.647145493896431,17,23,44,34,0,3,3,2,0,0,1,1,4,12,1,24,2,0,0,0,1
16.454567887579532,2,7,14,4,1,0,2,1,0,0,0,0,5,5,2,16,0,0,0,1,1
18.51599092375669,21,18,26,135,5,5,30,2,3,10,1,3,4,8,7,4,3,0,1,6,1
13.592367006650065,4,2,9,13,0,1,4,0,1,0,1,1,1,1,2,5,0,0,1,1,1
15.89495209964411,4,5,13,18,3,2,1,1,0,0,1,1,1,0,3,0,0,0,1,0,0
15.89495209964411,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
17.216707939626428,11,15,34,82,2,7,11,5,2,5,2,6,2,13,6,18,0,0,1,1,1
15.89495209964411,10,7,16,16,1,1,2,1,1,0,1,1,6,3,2,12,6,0,0,0,1
16.523560759066484,9,6,13,30,5,1,3,1,2,2,1,2,4,6,3,0,2,1,1,0,1
15.89495209964411,4,7,31,16,0,1,3,2,0,0,1,0,5,7,2,0,2,1,1,0,0
16.90655301132259,20,6,14,61,6,3,5,2,2,12,1,1,7,7,1,6,0,0,1,0,1
16.811242831518264,5,9,15,9,2,0,5,3,0,0,0,0,2,6,1,5,2,0,0,2,1
15.89495209964411,11,4,7,17,2,1,8,3,1,0,1,0,1,7,2,8,1,0,1,1,1
18.064005800013632,5,9,12,29,1,3,4,3,1,2,2,1,3,0,2,4,2,0,1,0,1
15.89495209964411,3,1,6,12,0,1,5,4,0,1,1,1,2,6,2,0,1,0,0,1,0
15.89495209964411,5,5,10,17,6,1,4,2,1,0,1,1,5,6,3,9,2,0,1,1,1
15.89495209964411,7,18,32,14,0,2,5,2,0,0,2,0,7,6,2,13,1,0,0,2,1
16.759949537130716,7,6,11,33,4,2,9,3,3,0,2,1,4,17,3,4,2,0,1,1,1
16.951004773893423,6,11,16,14,1,1,7,0,0,1,1,0,4,7,2,4,1,1,0,1,1
16.724581393292922,11,29,62,59,1,2,14,1,1,2,1,1,8,21,7,6,1,0,1,1,0
18.440483371248543,7,24,53,10,0,1,5,3,0,0,1,0,6,9,5,8,0,0,0,2,1
15.884901763790609,9,10,18,14,1,1,4,2,1,0,1,2,7,4,2,17,1,0,1,0,0
16.346027719004326,2,5,53,6,0,0,3,3,0,0,0,0,3,0,5,0,0,1,0,0,0
18.400478036634848,12,20,31,16,2,0,6,4,1,1,0,0,2,6,4,22,2,0,1,1,1
15.955576721460545,14,6,10,94,4,4,14,1,1,4,1,1,3,5,3,5,5,0,1,2,1
15.89495209964411,0,0,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
9.321702839829644,0,2,9,6,0,1,0,0,0,0,1,0,1,2,3,8,1,0,1,0,0
16.06680235657077,1,4,11,2,0,0,0,0,0,0,0,0,5,6,2,5,1,0,0,0,1
17.822843743196746,13,16,36,113,1,5,18,7,0,25,1,1,8,11,6,3,2,0,1,6,1
13.815510557964274,8,10,14,17,0,1,1,1,0,0,1,2,2,1,1,6,1,0,0,0,1
15.89495209964411,12,5,22,31,0,5,9,4,0,5,4,1,2,11,3,9,1,1,1,2,0
10.108630052740786,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
15.89495209964411,7,11,22,13,2,1,5,0,2,0,1,0,9,0,1,0,0,0,1,3,1
17.72753356339242,7,14,23,7,0,1,2,2,0,0,1,0,6,10,6,6,1,0,0,0,1
15.89495209964411,6,6,12,19,1,1,11,5,1,0,1,0,2,4,7,0,0,0,2,4,0
16.11809565095832,7,12,17,15,0,2,3,2,0,0,2,0,4,6,2,7,1,0,1,1,1
15.89495209964411,13,7,30,30,4,3,9,3,1,0,2,0,6,3,0,0,2,0,1,3,1
16.523560759066484,17,9,18,27,2,2,5,4,1,0,1,1,4,11,2,8,1,0,1,0,1
16.523560759066484,18,8,25,50,7,2,11,0,2,2,1,2,8,11,4,6,1,0,1,6,1
10.203592144986466,6,7,15,7,0,1,2,2,0,0,1,0,0,3,2,10,1,1,0,0,1
17.50439001207821,16,11,20,21,0,1,11,4,1,0,1,2,3,6,3,6,0,0,1,4,1
15.89495209964411,2,6,6,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
16.860032995687696,3,13,19,4,0,0,0,0,0,0,0,0,5,2,2,5,2,1,0,0,1
18.099097119824904,12,15,24,14,0,1,8,2,0,0,1,0,4,15,2,11,0,0,0,6,1
